,x,y,label
0,0.42554595466961664,0.5372468747185072,1.0
1,0.4890834228544662,0.5122297418878966,3.0
2,0.5068044665774051,0.5333185385106157,3.0
3,0.5678019023568698,0.5157680247195074,3.0
4,0.49529364875977994,0.4566106750389499,1.0
5,0.533004372822475,0.5054348474742996,0.0
6,0.5340198995798735,0.46619717092671203,0.0
7,0.49282076526979735,0.5683271925552729,2.0
8,0.5404150243066805,0.4516891574203949,0.0
9,0.46642287018989753,0.546809613929029,2.0
10,0.5413202560336507,0.46021443554988584,0.0
11,0.4277118096086875,0.4921574051230297,1.0
12,0.5391353542474846,0.48061998615717855,0.0
13,0.4464759818327011,0.45450868504669534,1.0
14,0.5197537672587641,0.5112843332646589,0.0
15,0.4562314586140256,0.439726690953336,0.0
16,0.552977125878852,0.4749267288227494,0.0
17,0.5377121768149824,0.4540303465182256,0.0
18,0.5699455499431993,0.5147355118603915,3.0
19,0.42716280995608813,0.49663820492438904,1.0
20,0.492180977416098,0.5302316581153617,3.0
21,0.5208916192428084,0.48948439780988257,1.0
22,0.4885043813291186,0.4581602949285208,1.0
23,0.5314686865136881,0.5430218741103021,3.0
24,0.488398965985444,0.5278630281327557,3.0
25,0.4768304054289747,0.568367536874199,2.0
26,0.487636739552152,0.5232127299932983,3.0
27,0.45389239573656626,0.46137869186764413,1.0
28,0.5003887388446516,0.5356675454093379,3.0
29,0.5135468626875611,0.4786922988182219,1.0
30,0.5427300386306821,0.5421194844264255,3.0
31,0.46825415309188845,0.4211707337974984,0.0
32,0.4760566118048756,0.4833063947806768,2.0
33,0.5444500211386437,0.50133656349993,0.0
34,0.49909272562332196,0.5354153876726507,3.0
35,0.4663581538887357,0.5604872301202114,2.0
36,0.5768868569768473,0.4942942560386123,3.0
37,0.5220708111245997,0.5118520391955709,0.0
38,0.4618892146987408,0.5496494756698543,2.0
39,0.541624447216188,0.4739352579949276,0.0
40,0.4205906399153242,0.5039007836910866,1.0
41,0.415820324129674,0.5508701861583405,1.0
42,0.46759986649621704,0.4913066568457918,2.0
43,0.5141850539863234,0.48291107759621,1.0
44,0.47173304392303744,0.4278871140849358,0.0
45,0.45649061142926994,0.493021863019969,2.0
46,0.47449744210675066,0.4872180982880977,2.0
47,0.47968854027213514,0.49053594243875254,2.0
48,0.46916641815081944,0.4961455895235338,2.0
49,0.44548091814320107,0.46877916737074804,1.0
50,0.4497250299666223,0.4660998520260811,1.0
51,0.44772859469331866,0.5103652187140897,2.0
52,0.4831217496302272,0.5655832187406,2.0
53,0.47830775163501643,0.4603411376957957,1.0
54,0.4959095169044171,0.529184094355872,3.0
55,0.41563496523623317,0.5089537392163335,1.0
56,0.522696597491628,0.4325658610173859,0.0
57,0.41994980962438916,0.5102286692679066,1.0
58,0.48884535563169706,0.5300975371551775,3.0
59,0.476958146265368,0.45256585213532124,1.0
60,0.46437128856472265,0.493111234804392,2.0
61,0.436716109207497,0.4774577834941991,1.0
62,0.4732125446619661,0.5591439169287508,2.0
63,0.4736200185649972,0.5487331074151749,2.0
64,0.5126306450274611,0.42373343515289774,0.0
65,0.44356925950527976,0.46549828164651325,1.0
66,0.5007296012773378,0.5385674606959492,3.0
67,0.4521458653018974,0.4696297099444899,1.0
68,0.5159941248161912,0.4693047164149327,1.0
69,0.5008140936193972,0.5753474383317584,2.0
70,0.4429659098202748,0.4778211026721802,1.0
71,0.5232735688622043,0.43726462760910867,0.0
72,0.4895972391820189,0.530386290277676,3.0
73,0.4653243640162127,0.42635349050857485,0.0
74,0.4225773754203199,0.5370332053059338,1.0
75,0.5336556747473237,0.5435784600875003,3.0
76,0.4466522538456275,0.4725441857872207,1.0
77,0.49169509759718977,0.5725885978400809,2.0
78,0.45176902045589157,0.5041486633455989,2.0
79,0.472378117649634,0.47905903090972496,2.0
80,0.44779421425006083,0.4227696754847403,0.0
81,0.42346064223653734,0.5220004869991729,1.0
82,0.5059769220191322,0.4770657583647005,1.0
83,0.5317671298072256,0.5122037532269077,0.0
84,0.46198494211318547,0.4588645575736804,1.0
85,0.541055711920595,0.5390759546078213,3.0
86,0.579360929856084,0.4889452827882371,3.0
87,0.4702013676966713,0.49268962932344346,2.0
88,0.46289213199130613,0.45324993640852285,1.0
89,0.5005339241034741,0.5348057129833081,3.0
90,0.4946457433201516,0.45844144561661904,1.0
91,0.5217912238598575,0.48393607978888575,1.0
92,0.5452958921188394,0.4747876282418543,0.0
93,0.529750319750164,0.43776674221611517,0.0
94,0.524458156717998,0.4321722436152348,0.0
95,0.4944587575711376,0.5377593536165652,3.0
96,0.4985900005321875,0.42682264392097174,0.0
97,0.5836243466260516,0.4635952523154078,3.0
98,0.5174488096449348,0.4887583839236303,1.0
99,0.43177651671231276,0.4791448192437132,1.0
100,0.45996040700233687,0.45853495524171517,1.0
101,0.5058388323079276,0.5431607572939551,3.0
102,0.41799340361749393,0.48928741924708546,1.0
103,0.5405164515830418,0.4713872103388514,0.0
104,0.4586370012687302,0.526740918423714,2.0
105,0.4936049515705711,0.4231591384899369,0.0
106,0.5061103533629665,0.5386786595714775,3.0
107,0.5246421866699347,0.523348252418688,0.0
108,0.5431310730515907,0.5002148588932174,0.0
109,0.4584654889175169,0.528560260561411,2.0
110,0.48602301171843365,0.45649588169513045,1.0
111,0.5254856793064142,0.5743512920202674,2.0
112,0.47544849116075544,0.5656900413105954,2.0
113,0.45789061724978647,0.5429114319638312,2.0
114,0.4541958788455324,0.5167347827625588,2.0
115,0.4775869374310278,0.5630865822184834,2.0
116,0.5181710997384313,0.5113766835604718,0.0
117,0.5216796330619977,0.4824233601449814,1.0
118,0.42464887717768307,0.5477344218944294,1.0
119,0.45137227388226075,0.5247121847625295,2.0
120,0.47860691355922136,0.5245749480668112,3.0
121,0.5732022502808534,0.4943658542267973,3.0
